ts,session,callsign,icao24,lat,lon,alt_ft,speed_kts,heading_deg,vs_fpm,flight_state,risk_level,prob_success,best_cell_prob,best_cell_color,best_cell_dist_nm,n_green_cells,n_yellow_cells,n_red_cells,top_option,wx_source,wx_confidence,wx_ceiling_ft,wx_wind_kts,wx_wind_dir_deg,wx_visibility_sm,terrain_live,tick_ms,n_runways_near,crowd_ready,runway_ready
2026-04-10T10:43:35Z,ada8894d-5102-47b2-ad71-85b851028962,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,610,0,True,False
2026-04-10T10:43:37Z,ada8894d-5102-47b2-ad71-85b851028962,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,679,0,True,False
2026-04-10T10:43:39Z,ada8894d-5102-47b2-ad71-85b851028962,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,624,0,True,False
2026-04-10T10:43:41Z,ada8894d-5102-47b2-ad71-85b851028962,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,869,0,True,False
2026-04-10T10:43:44Z,ada8894d-5102-47b2-ad71-85b851028962,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,608,0,True,False
2026-04-10T10:43:46Z,ada8894d-5102-47b2-ad71-85b851028962,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,600,0,True,False
2026-04-10T10:43:48Z,ada8894d-5102-47b2-ad71-85b851028962,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,926,0,True,False
2026-04-10T10:43:50Z,ada8894d-5102-47b2-ad71-85b851028962,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,639,0,True,False
2026-04-10T10:43:52Z,ada8894d-5102-47b2-ad71-85b851028962,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,591,0,True,False
2026-04-10T10:43:56Z,ada8894d-5102-47b2-ad71-85b851028962,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,1822,0,True,False
2026-04-10T10:43:58Z,ada8894d-5102-47b2-ad71-85b851028962,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,644,0,True,False
2026-04-10T10:44:01Z,ada8894d-5102-47b2-ad71-85b851028962,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,1187,0,True,False
2026-04-10T10:44:03Z,ada8894d-5102-47b2-ad71-85b851028962,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,639,0,True,False
2026-04-10T10:44:06Z,ada8894d-5102-47b2-ad71-85b851028962,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,2145,0,True,False
2026-04-10T10:44:09Z,ada8894d-5102-47b2-ad71-85b851028962,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,768,0,True,False
2026-04-10T10:44:11Z,ada8894d-5102-47b2-ad71-85b851028962,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,598,0,True,False
2026-04-10T10:44:13Z,ada8894d-5102-47b2-ad71-85b851028962,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,839,0,True,False
2026-04-10T10:44:17Z,b1710a82-68e2-40aa-8ffb-ddcd918de9f4,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,594,0,True,False
2026-04-10T10:44:20Z,b1710a82-68e2-40aa-8ffb-ddcd918de9f4,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,632,0,True,False
2026-04-10T10:44:22Z,b1710a82-68e2-40aa-8ffb-ddcd918de9f4,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,617,0,True,False
2026-04-10T10:44:24Z,b1710a82-68e2-40aa-8ffb-ddcd918de9f4,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,617,0,True,False
2026-04-10T10:44:26Z,b1710a82-68e2-40aa-8ffb-ddcd918de9f4,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,626,0,True,False
2026-04-10T10:44:28Z,b1710a82-68e2-40aa-8ffb-ddcd918de9f4,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,732,0,True,False
2026-04-10T10:44:32Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,602,0,True,False
2026-04-10T10:44:34Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,608,0,True,False
2026-04-10T10:44:36Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,631,0,True,False
2026-04-10T10:44:39Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,1728,0,True,False
2026-04-10T10:44:41Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,612,0,True,False
2026-04-10T10:44:44Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,1530,0,True,False
2026-04-10T10:44:47Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,868,0,True,False
2026-04-10T10:44:49Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,612,0,True,False
2026-04-10T10:44:51Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,644,0,True,False
2026-04-10T10:44:53Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,700,0,True,False
2026-04-10T10:44:55Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,598,0,True,False
2026-04-10T10:44:58Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,649,0,True,False
2026-04-10T10:45:00Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,610,0,True,False
2026-04-10T10:45:02Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,708,0,True,False
2026-04-10T10:45:04Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,990,0,True,False
2026-04-10T10:45:07Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,735,0,True,False
2026-04-10T10:45:09Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,983,0,True,False
2026-04-10T10:45:11Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,612,0,True,False
2026-04-10T10:45:13Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,617,0,True,False
2026-04-10T10:45:16Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,784,0,True,False
2026-04-10T10:45:18Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,609,0,True,False
2026-04-10T10:45:20Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,605,0,True,False
2026-04-10T10:45:22Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,657,0,True,False
2026-04-10T10:45:24Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,611,0,True,False
2026-04-10T10:45:26Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,620,0,True,False
2026-04-10T10:45:28Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,599,0,True,False
2026-04-10T10:45:30Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,627,0,True,False
2026-04-10T10:45:33Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,617,0,True,False
2026-04-10T10:45:35Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,601,0,True,False
2026-04-10T10:45:37Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,627,0,True,False
2026-04-10T10:45:39Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,585,0,True,False
2026-04-10T10:45:42Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,1741,0,True,False
2026-04-10T10:45:44Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,619,0,True,False
2026-04-10T10:45:46Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,603,0,True,False
2026-04-10T10:45:48Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,622,0,True,False
2026-04-10T10:45:51Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,605,0,True,False
2026-04-10T10:45:53Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,613,0,True,False
2026-04-10T10:45:55Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,603,0,True,False
2026-04-10T10:45:57Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,594,0,True,False
2026-04-10T10:45:59Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,619,0,True,False
2026-04-10T10:46:01Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,610,0,True,False
2026-04-10T10:46:03Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,611,0,True,False
2026-04-10T10:46:05Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,609,0,True,False
2026-04-10T10:46:07Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,659,0,True,False
2026-04-10T10:46:15Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,5536,0,True,False
2026-04-10T10:46:17Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,649,0,True,False
2026-04-10T10:46:24Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,5534,0,True,False
2026-04-10T10:46:27Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,1932,0,True,False
2026-04-10T10:46:29Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,604,0,True,False
2026-04-10T10:46:31Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,693,0,True,False
2026-04-10T10:46:34Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,657,0,True,False
2026-04-10T10:46:36Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,613,0,True,False
2026-04-10T10:46:38Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,1001,0,True,False
2026-04-10T10:46:40Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,604,0,True,False
2026-04-10T10:46:42Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,614,0,True,False
2026-04-10T10:46:45Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,614,0,True,False
2026-04-10T10:46:47Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,603,0,True,False
2026-04-10T10:46:49Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,612,0,True,False
2026-04-10T10:46:52Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,1395,0,True,False
2026-04-10T10:46:55Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,2104,0,True,False
2026-04-10T10:46:59Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,2345,0,True,False
2026-04-10T10:47:02Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,1428,0,True,False
2026-04-10T10:47:04Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,608,0,True,False
2026-04-10T10:47:06Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,603,0,True,False
2026-04-10T10:47:09Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,975,0,True,False
2026-04-10T10:47:16Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,5541,0,True,False
2026-04-10T10:47:18Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,598,0,True,False
2026-04-10T10:47:20Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,602,0,True,False
2026-04-10T10:47:23Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,1082,0,True,False
2026-04-10T10:47:27Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,2748,0,True,False
2026-04-10T10:47:29Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,619,0,True,False
2026-04-10T10:47:32Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,1392,0,True,False
2026-04-10T10:47:34Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,609,0,True,False
2026-04-10T10:47:36Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,611,0,True,False
2026-04-10T10:47:38Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,600,0,True,False
2026-04-10T10:47:40Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,583,0,True,False
2026-04-10T10:47:42Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,618,0,True,False
2026-04-10T10:47:45Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,649,0,True,False
2026-04-10T10:47:47Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,603,0,True,False
2026-04-10T10:47:49Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,671,0,True,False
2026-04-10T10:47:52Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,1387,0,True,False
2026-04-10T10:47:54Z,d2737517-bd8b-4a3c-bd01-cd83ede18b03,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,625,0,True,False
